sample_index,video_frame_index,time_s_from_video_start,time_s_from_trim_start
552,1517,5.834615,2.123077
553,1518,5.838462,2.126923
554,1519,5.842308,2.130769
555,1520,5.846154,2.134615
556,1521,5.850000,2.138462
557,1522,5.853846,2.142308
558,1523,5.857692,2.146154
559,1524,5.861538,2.150000
560,1525,5.865385,2.153846
561,1526,5.869231,2.157692
562,1527,5.873077,2.161538
563,1528,5.876923,2.165385
564,1529,5.880769,2.169231
565,1530,5.884615,2.173077
566,1531,5.888462,2.176923
567,1532,5.892308,2.180769
568,1533,5.896154,2.184615
569,1534,5.900000,2.188462
570,1535,5.903846,2.192308
571,1536,5.907692,2.196154
572,1537,5.911538,2.200000
573,1538,5.915385,2.203846
574,1539,5.919231,2.207692
575,1540,5.923077,2.211538
576,1541,5.926923,2.215385
577,1542,5.930769,2.219231
578,1543,5.934615,2.223077
579,1544,5.938462,2.226923
580,1545,5.942308,2.230769
581,1546,5.946154,2.234615
582,1547,5.950000,2.238462
583,1548,5.953846,2.242308
584,1549,5.957692,2.246154
585,1550,5.961538,2.250000
586,1551,5.965385,2.253846
587,1552,5.969231,2.257692
588,1553,5.973077,2.261538
589,1554,5.976923,2.265385
590,1555,5.980769,2.269231
591,1556,5.984615,2.273077
592,1557,5.988462,2.276923
593,1558,5.992308,2.280769
594,1559,5.996154,2.284615
595,1560,6.000000,2.288462
596,1561,6.003846,2.292308
597,1562,6.007692,2.296154
598,1563,6.011538,2.300000
599,1564,6.015385,2.303846
600,1565,6.019231,2.307692
601,1566,6.023077,2.311538
602,1567,6.026923,2.315385
603,1568,6.030769,2.319231
604,1569,6.034615,2.323077
605,1570,6.038462,2.326923
606,1571,6.042308,2.330769
607,1572,6.046154,2.334615
608,1573,6.050000,2.338462
609,1574,6.053846,2.342308
610,1575,6.057692,2.346154
611,1576,6.061538,2.350000
612,1577,6.065385,2.353846
613,1578,6.069231,2.357692
614,1579,6.073077,2.361538
615,1580,6.076923,2.365385
616,1581,6.080769,2.369231
617,1582,6.084615,2.373077
618,1583,6.088462,2.376923
619,1584,6.092308,2.380769
620,1585,6.096154,2.384615
621,1586,6.100000,2.388462
622,1587,6.103846,2.392308
623,1588,6.107692,2.396154
624,1589,6.111538,2.400000
625,1590,6.115385,2.403846
626,1591,6.119231,2.407692
627,1592,6.123077,2.411538
628,1593,6.126923,2.415385
629,1594,6.130769,2.419231
630,1595,6.134615,2.423077
631,1596,6.138462,2.426923
632,1597,6.142308,2.430769
633,1598,6.146154,2.434615
634,1599,6.150000,2.438462
635,1600,6.153846,2.442308
636,1601,6.157692,2.446154
637,1602,6.161538,2.450000
638,1603,6.165385,2.453846
639,1604,6.169231,2.457692
640,1605,6.173077,2.461538
